Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
26591076,10/30/2013 10:31:11 PM,10/31/2013 12:40:39 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10452,1565 TOWNSEND AVENUE,TOWNSEND AVENUE,EAST 172 STREET,EAST MT EDEN AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,10/31/2013 06:31:11 AM,10/31/2013 12:40:39 AM,04 BRONX,BRONX,1007972,246572,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84342647770325,-73.91426327900784,"(40.84342647770325, -73.91426327900784)"
26592552,10/30/2013 10:20:27 PM,10/30/2013 11:00:14 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10029,309 EAST 108 STREET,EAST 108 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 06:20:27 AM,10/30/2013 11:00:14 PM,11 MANHATTAN,MANHATTAN,1000614,227707,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79166406512505,-73.94090275917769,"(40.79166406512505, -73.94090275917769)"
26590122,10/30/2013 10:12:34 PM,10/30/2013 11:04:29 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,2070 EAST 58 STREET,EAST 58 STREET,AVENUE T,AVENUE U,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 06:12:34 AM,10/30/2013 11:04:29 PM,18 BROOKLYN,BROOKLYN,1007168,163022,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61410450422617,-73.91745367370885,"(40.61410450422617, -73.91745367370885)"
26594202,10/30/2013 10:01:00 PM,,DSNY,BCC - Brooklyn South,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,11223,,,,,AVENUE U,WEST STREET,INTERSECTION,BROOKLYN,,DSNY Garage,Open,,,15 BROOKLYN,BROOKLYN,992169,156843,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5971705119265,-73.97148448858796,"(40.5971705119265, -73.97148448858796)"
26588969,10/30/2013 09:45:28 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10021,40 EAST 72 STREET,EAST 72 STREET,MADISON AVENUE,PARK AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,11/29/2013 09:45:28 PM,10/30/2013 09:48:51 PM,08 MANHATTAN,MANHATTAN,993942,220391,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.771593423054334,-73.96500868937053,"(40.771593423054334, -73.96500868937053)"
26594721,10/30/2013 09:38:00 PM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11413,,,,,230 PLACE,LANSING AVENUE,INTERSECTION,Springfield Gardens,,N/A,Open,,,13 QUEENS,QUEENS,1054526,181410,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.66432636851491,-73.74668817105855,"(40.66432636851491, -73.74668817105855)"
26591605,10/30/2013 09:27:01 PM,,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10029,1950 2 AVENUE,2 AVENUE,EAST 100 STREET,EAST 101 STREET,,,ADDRESS,NEW YORK,,N/A,Open,11/09/2013 09:27:01 PM,,11 MANHATTAN,MANHATTAN,999464,226017,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7870275243967,-73.94505971645138,"(40.7870275243967, -73.94505971645138)"
26588954,10/30/2013 09:19:55 PM,,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11234,3401 AVENUE P,AVENUE P,EAST 34 STREET,EAST 35 STREET,,,ADDRESS,BROOKLYN,,N/A,Open,01/28/2014 09:19:55 PM,,18 BROOKLYN,BROOKLYN,1000916,163493,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.615411266832574,-73.9399710311018,"(40.615411266832574, -73.9399710311018)"
26589811,10/30/2013 09:12:09 PM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10016,109 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 27 STREET,EAST 28 STREET,,,ADDRESS,NEW YORK,,N/A,Open,,,06 MANHATTAN,MANHATTAN,989062,209748,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Other,,,,,,,,40.742385107364974,-73.98263471250682,"(40.742385107364974, -73.98263471250682)"
26593658,10/30/2013 09:02:05 PM,10/31/2013 02:29:08 AM,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,11377,,,,,61 STREET,QUEENS BOULEVARD,INTERSECTION,WOODSIDE,,Precinct,Closed,10/31/2013 05:02:05 AM,10/30/2013 09:19:26 PM,02 QUEENS,QUEENS,1010941,209407,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74141017899132,-73.90368034153057,"(40.74141017899132, -73.90368034153057)"
26595727,10/30/2013 08:52:30 PM,10/30/2013 11:35:03 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11420,115-27 115 STREET,115 STREET,ROCKAWAY BOULEVARD,SUTTER AVENUE,,,ADDRESS,SOUTH OZONE PARK,,Precinct,Closed,10/31/2013 04:52:30 AM,10/30/2013 11:35:03 PM,10 QUEENS,QUEENS,1033368,185771,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67643897053163,-73.82292075091335,"(40.67643897053163, -73.82292075091335)"
26590135,10/30/2013 08:43:15 PM,,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11218,225 EAST 2 STREET,EAST 2 STREET,CATON AVENUE,ALBEMARLE ROAD,,,ADDRESS,BROOKLYN,,N/A,Open,11/13/2013 08:43:15 PM,,12 BROOKLYN,BROOKLYN,990117,174675,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.646117224527636,-73.97885803333489,"(40.646117224527636, -73.97885803333489)"
26590409,10/30/2013 08:34:00 PM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11216,292 NEW YORK AVENUE,NEW YORK AVENUE,LINCOLN PLACE,EASTERN PARKWAY,,,ADDRESS,BROOKLYN,,N/A,Open,,,08 BROOKLYN,BROOKLYN,998762,183485,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.670288788281034,-73.94768647935891,"(40.670288788281034, -73.94768647935891)"
26594397,10/30/2013 08:24:36 PM,10/30/2013 11:19:14 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,116-04 ATLANTIC AVENUE,ATLANTIC AVENUE,116 STREET,117 STREET,,,ADDRESS,SOUTH RICHMOND HILL,,Precinct,Closed,10/31/2013 04:24:36 AM,10/30/2013 11:19:14 PM,09 QUEENS,QUEENS,1031288,191941,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69338547588754,-73.8303764336849,"(40.69338547588754, -73.8303764336849)"
26593241,10/30/2013 08:15:00 PM,,DSNY,Queens East 12,Sanitation Condition,12 Dead Animals,Sidewalk,11423,,,,,JAMAICA AVENUE,195 STREET,INTERSECTION,Hollis,,N/A,Open,,,12 QUEENS,QUEENS,1049107,199231,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.713282096452375,-73.76604945421364,"(40.713282096452375, -73.76604945421364)"
26594788,10/30/2013 08:09:16 PM,10/30/2013 10:13:49 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11209,,,,,3 AVENUE,79 STREET,INTERSECTION,BROOKLYN,,Precinct,Closed,10/31/2013 04:09:16 AM,10/30/2013 10:13:49 PM,10 BROOKLYN,BROOKLYN,976207,168281,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62856535018501,-74.02897564670356,"(40.62856535018501, -74.02897564670356)"
26589301,10/30/2013 08:03:01 PM,10/30/2013 08:50:30 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11102,26-23 12 STREET,12 STREET,26 AVENUE,27 AVENUE,,,ADDRESS,ASTORIA,,Precinct,Closed,10/31/2013 04:03:01 AM,10/30/2013 08:50:30 PM,01 QUEENS,QUEENS,1003722,221245,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.773921296048066,-73.9296972066291,"(40.773921296048066, -73.9296972066291)"
26595907,10/30/2013 07:58:39 PM,,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,10016,383 3 AVENUE,3 AVENUE,EAST 27 STREET,EAST 28 STREET,,,ADDRESS,NEW YORK,,N/A,Open,11/19/2013 07:58:39 PM,,06 MANHATTAN,MANHATTAN,989489,209474,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.741632803015605,-73.98109399126702,"(40.741632803015605, -73.98109399126702)"
26594349,10/30/2013 07:49:45 PM,,DOHMH,Department of Health and Mental Hygiene,Standing Water,Puddle in Ground,1-2 Family Dwelling,11414,162-06 98 STREET,98 STREET,162 AVENUE,163 AVENUE,,,ADDRESS,HOWARD BEACH,,N/A,Open,11/29/2013 07:49:45 PM,,10 QUEENS,QUEENS,1030340,177773,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.654502559098084,-73.83389188747745,"(40.654502559098084, -73.83389188747745)"
26589149,10/30/2013 07:38:09 PM,10/30/2013 09:05:00 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11208,305 AUTUMN AVENUE,AUTUMN AVENUE,FULTON STREET,ATLANTIC AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/31/2013 03:38:09 AM,10/30/2013 09:05:00 PM,05 BROOKLYN,BROOKLYN,1020317,188078,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.682833949874,-73.86995953117992,"(40.682833949874, -73.86995953117992)"
26593854,10/30/2013 07:25:00 PM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10471,6132 RIVERDALE AVENUE,RIVERDALE AVENUE,WEST 261 STREET,WEST 263 STREET,,,ADDRESS,BRONX,,N/A,Open,,,08 BRONX,BRONX,1011057,271134,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.91083270325002,-73.90301510737221,"(40.91083270325002, -73.90301510737221)"
26593279,10/30/2013 07:16:34 PM,10/30/2013 09:42:32 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10032,128 AUDUBON AVENUE,AUDUBON AVENUE,WEST 171 STREET,WEST 172 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/31/2013 03:16:34 AM,10/30/2013 09:42:32 PM,12 MANHATTAN,MANHATTAN,1001738,246283,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8426478040345,-73.93679512195254,"(40.8426478040345, -73.93679512195254)"
26596107,10/30/2013 07:03:08 PM,,DOT,Department of Transportation,Street Condition,Cave-in,Street,10036,209 WEST 42 STREET,WEST 42 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,11/09/2013 07:03:08 PM,,05 MANHATTAN,MANHATTAN,987725,214803,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75626043447985,-73.98745699422021,"(40.75626043447985, -73.98745699422021)"
26594393,10/30/2013 06:55:08 PM,10/30/2013 10:52:47 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10462,810 PELHAM PARKWAY,PELHAM PARKWAY,BARNES AVENUE,MATTHEWS AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,10/31/2013 02:55:08 AM,10/30/2013 10:52:47 PM,11 BRONX,BRONX,1022049,251436,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85672766510899,-73.86335843387144,"(40.85672766510899, -73.86335843387144)"
26589580,10/30/2013 06:45:00 PM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,AVE M,84 ST E,INTERSECTION,,,N/A,Open,,,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
26592197,10/30/2013 06:38:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10306,276 PRESCOTT AVENUE,PRESCOTT AVENUE,CLAWSON STREET,BEND,,,ADDRESS,STATEN ISLAND,,N/A,Open,,,02 STATEN ISLAND,STATEN ISLAND,954767,148926,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.575394437152546,-74.10613068811499,"(40.575394437152546, -74.10613068811499)"
26592498,10/30/2013 06:32:57 PM,,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,10023,,,,,WEST   71 STREET,BROADWAY,INTERSECTION,NEW YORK,,N/A,Open,11/19/2013 06:32:57 PM,,07 MANHATTAN,MANHATTAN,989213,222698,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77792945269607,-73.98208023159556,"(40.77792945269607, -73.98208023159556)"
26594030,10/30/2013 06:28:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,11429,109-15 SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,109 AVENUE,BRINKERHOFF AVENUE,,,ADDRESS,Queens Village,,N/A,Open,,,13 QUEENS,QUEENS,1056812,197578,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.708685187373334,-73.73827414323291,"(40.708685187373334, -73.73827414323291)"
26589259,10/30/2013 06:24:00 PM,10/30/2013 07:25:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,AUDUBON AVE,182 ST W,INTERSECTION,,,N/A,Closed,,10/30/2013 07:25:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
26591999,10/30/2013 06:20:58 PM,,DOT,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,10023,,,,,BROADWAY,WEST   67 STREET,INTERSECTION,NEW YORK,,N/A,Open,11/19/2013 06:20:58 PM,,07 MANHATTAN,MANHATTAN,989180,221514,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.774679702585445,-73.98220025247693,"(40.774679702585445, -73.98220025247693)"
26595990,10/30/2013 06:11:32 PM,,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,N/A,Assigned,10/31/2013 06:11:32 PM,10/30/2013 06:14:30 PM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
26594995,10/30/2013 06:04:00 PM,,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11365,53-43 198 STREET,198 STREET,53 AVENUE,56 AVENUE,,,ADDRESS,Fresh Meadows,,N/A,Open,,,11 QUEENS,QUEENS,1045201,211863,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74798150466005,-73.78002459314273,"(40.74798150466005, -73.78002459314273)"
26589447,10/30/2013 05:55:35 PM,,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10305,81 HYLAN BOULEVARD,HYLAN BOULEVARD,EDGEWATER STREET,BAY STREET,,,ADDRESS,STATEN ISLAND,,N/A,Open,,,01 STATEN ISLAND,STATEN ISLAND,966117,163167,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61451358366185,-74.06531205273241,"(40.61451358366185, -74.06531205273241)"
